"STATION","NAME","DATE","DAPR","MDPR","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11"
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-02",,,"28.7",,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-03",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-05",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-06",,,"4.3",,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-07",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-08",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-09",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-10",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-11",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-12",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-13",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-14",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-20","    6","54.6",,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-21",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-22",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-23",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-24",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-25",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-26",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-27",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-28",,,"29.2",,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-29",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-30",,,"1.3",,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-08-31",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-01",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-03",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-05",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-06",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-21","   15","0.0",,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-25","    4","43.4",,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-26",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-27",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-09-30","    3","12.4",,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-10-11","   11","2.5",,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-10-12",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-10-13",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-10-15","    2","2.5",,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-10-16",,,"12.2",,"0.0",,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","2024-10-17",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-03-30",,,"23.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-01",,,"43.9",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-02",,,"2.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-03",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-04",,,"8.9",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-05",,,"3.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-08",,,"9.7",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-11",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-17",,,"1.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-19",,,"4.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-27",,,"15.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-04-28",,,"42.2",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-03",,,"30.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-05",,,"5.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-08",,,"26.4",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-09",,,"18.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-10",,,"9.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-11",,,"1.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-14",,,"20.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-17",,,"7.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-25",,,"6.9",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-27",,,"22.4",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-28",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-05-29",,,"2.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-02",,,"39.9",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-05",,,"31.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-09",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-12",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-14",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-21",,,"5.1",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-23",,,"34.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-25",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-27","    2","21.8",,,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-28",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-06-29",,,"6.4",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-03",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-08",,,"8.9",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-09",,,"2.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-11",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-12",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-14",,,"11.2",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-15",,,"33.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-16",,,"12.2",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-17",,,"0.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-24",,,"1.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-26",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-28",,,"2.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-07-29",,,"10.7",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-01",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-02",,,"10.2",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-03",,,"3.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-06",,,"17.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-15",,,"7.4",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-16",,,"7.6",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-17",,,"17.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-18",,,"12.7",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-28",,,"25.4",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-08-30",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-09-21",,,"1.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-09-23",,,"23.4",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-09-24",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-09-25",,,"37.3",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-09-28",,,"17.5",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-09-30",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-10-04",,,"6.9",,,,,,,,,,,,,,,,,
"US1ILWL0072","NEW LENOX 2.9 ENE, IL US","2024-10-15",,,"2.3",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-01",,,"1.5",,"13.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-02",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-03",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-05",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-06",,,"3.0",,"48.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-07",,,"2.0",,"41.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-08",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-09",,,"10.2",,"38.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-10",,,"19.8",,"36.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-11",,,"0.5",,"8.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-12",,,"7.6",,"86.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-13",,,"16.0",,"30.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-14",,,"0.3",,"5.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-15",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-16",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-17",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-18",,,"1.0",,"20.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-19",,,"3.0",,"38.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-20",,,"0.0",,"3.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-21",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-22",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-23",,,"7.4",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-24",,,"3.8",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-25",,,"4.8",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-26",,,"12.4",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-27",,,"3.3",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-28",,,"3.3",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-29",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-30",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-01-31",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-01",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-02",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-03",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-05",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-06",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-07",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-08",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-09",,,"0.8",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-10",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-11",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-12",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-13",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-14",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-15",,,"2.3",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-16",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-17",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-18",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-19",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-20",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-21",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-22",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-23",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-24",,,"2.8",,"46.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-25",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-26",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-27",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-28",,,"11.9",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-02-29",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-01",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-02",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-03",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-04",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-05",,,"24.1",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-06",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-07",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-08",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-09",,,"27.4",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-10",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-11",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-12",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-13",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-14",,,"5.1",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-15",,,"4.3",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-16",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-17",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-18",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-19",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-20",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-21",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-22",,,"1.5",,"18.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-23",,,"3.6",,"5.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-24",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-25",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-26",,,"12.2",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-27",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-28",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-29",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-30",,,"15.7",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-03-31",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-01",,,"10.9",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-02",,,"12.7",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-03",,,"6.9",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-04",,,"6.4",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-05",,,"1.3",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-06",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-07",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-08",,,"8.6",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-09",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-10",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-11",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-12",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-13",,,"0.5",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-14",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-15",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-16",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-17",,,"7.1",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-18",,,"3.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-19",,,"2.5",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-20",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-21",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-22",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-23",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-24",,,"0.0",,,,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-25",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-26",,,"0.0",,"0.0",,,,,,,,,,,,,,,
"US1ILDP0117","ELMHURST 2.0 SE, IL US","2024-04-27",,,"13.0",,,,,,,,,,,,,,,,,
